"STATION"	"NAME"	"LATITUDE"	"LONGITUDE"	"ELEVATION"	"DATE"	"AWND"	"DAPR"	"MDPR"	"PGTM"	"PRCP"	"SN52"	"SNOW"	"SNWD"	"SX52"	"TAVG"	"TMAX"	"TMIN"	"TOBS"	"WDF2"	"WDF5"	"WESD"	"WESF"	"WSF2"	"WSF5"	"WSFG"	"WT01"	"WT02"	"WT03"	"WT04"	"WT06"	"WT08"	"WT11"
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-11-25"					"0.00"		"0.0"																				
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-11-26"					"0.00"		"0.0"																				
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-11-27"					"0.00"		"0.0"																				
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-11-28"					"0.00"		"0.0"																				
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-11-29"					"0.00"		"0.0"																				
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-11-30"					"0.00"		"0.0"																				
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-01"					"0.10"																						
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-02"					"0.00"		"0.0"																				
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-03"					"0.00"		"0.0"																				
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-04"					"0.00"		"0.0"																				
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-05"					"0.02"																						
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-06"					"0.00"		"0.0"																				
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-07"					"0.00"		"0.0"	"0.0"								"0.0"	"0.0"										
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-08"					"0.01"		"0.1"	"0.1"								"0.0"	"0.0"										
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-09"					"0.01"		"0.2"	"0.3"								"0.0"	"0.0"										
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-10"					"0.01"		"0.8"	"1.0"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-11"					"0.00"		"0.0"	"0.2"								"0.0"	"0.0"										
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-12"					"0.29"		"4.3"	"4.5"									"0.3"										
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-13"					"0.00"		"0.0"	"5.0"								"0.0"											
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-14"					"0.45"		"6.5"	"8.5"									"0.4"										
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-15"					"0.00"		"0.0"	"8.0"									"0.0"										
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-16"					"0.02"		"0.4"	"8.4"									"0.0"										
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-17"					"0.00"		"0.0"	"4.2"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-18"					"0.00"		"0.0"	"3.0"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-19"					"0.01"			"2.5"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-20"					"0.00"		"0.0"	"0.0"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-21"					"0.00"		"0.0"	"0.0"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-22"					"0.00"		"0.0"	"0.0"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-23"					"0.01"		"0.1"	"0.1"																			
"US1MIWS0042"	"ANN ARBOR 4.5 W	 MI US"	"42.2781"	"-83.8188"	"278.6"	"2017-12-24"					"0.02"		"0.0"	"0.0"									"0.2"										
